name	nbCladesAll	nbCladesSpec	cladesAll	cladesSpec
CY249406	2	2	1A,V1A	1A,V1A
CY249430	2	2	1A,V1A	1A,V1A
CY229997	2	2	1A,V1A	1A,V1A
CY249398	2	2	1A,V1A	1A,V1A
CY226334	2	2	1A,V1A	1A,V1A
CY247613	2	2	1A,V1A	1A,V1A
KX922576	2	2	1A,V1A	1A,V1A
CY247357	2	2	1A,V1A	1A,V1A
KX920352	2	2	1A,V1A	1A,V1A
CY247637	2	2	1A,V1A	1A,V1A
KX616166	2	2	1A,V1A	1A,V1A
KX920400	2	2	1A,V1A	1A,V1A
CY247253	2	2	1A,V1A	1A,V1A
CY236715	2	2	1A,V1A	1A,V1A
CY212218	2	2	1A,V1A	1A,V1A
CY217842	2	2	1A,V1A	1A,V1A
KY116714	2	2	1A,V1A	1A,V1A
CY224670	2	2	1A,V1A	1A,V1A
CY211316	2	2	1A,V1A	1A,V1A
CY248305	2	2	1A,V1A	1A,V1A
CY249086	2	2	1A,V1A	1A,V1A
CY217458	2	2	1A,V1A	1A,V1A
CY248914	2	2	1A,V1A	1A,V1A
CY236369	2	2	1A,V1A	1A,V1A
CY236322	2	2	1A,V1A	1A,V1A
CY236345	2	2	1A,V1A	1A,V1A
CY229781	2	2	1A,V1A	1A,V1A
CY236353	2	2	1A,V1A	1A,V1A
CY247621	2	2	1A,V1A	1A,V1A
CY231942	2	2	1A,V1A	1A,V1A
CY224430	2	2	1A,V1A	1A,V1A
CY231829	2	2	1A,V1A	1A,V1A
CY224438	2	2	1A,V1A	1A,V1A
KX613511	2	2	1A,V1A	1A,V1A
KU592250	2	2	1A,V1A	1A,V1A
KU592258	2	2	1A,V1A	1A,V1A
KU592266	2	2	1A,V1A	1A,V1A
KX007662	2	2	1A,V1A	1A,V1A
KU592354	2	2	1A,V1A	1A,V1A
KX006855	2	2	1A,V1A	1A,V1A
KX006871	2	2	1A,V1A	1A,V1A
KX007568	2	2	1A,V1A	1A,V1A
KX922528	2	2	1A,V1A	1A,V1A
KX922256	2	2	1A,V1A	1A,V1A
KX616502	2	2	1A,V1A	1A,V1A
KY003596	2	2	1A,V1A	1A,V1A
KX613527	2	2	1A,V1A	1A,V1A
KX614516	2	2	1A,V1A	1A,V1A
KX612100	2	2	1A,V1A	1A,V1A
KX614311	2	2	1A,V1A	1A,V1A
KX614303	2	2	1A,V1A	1A,V1A
KY042379	2	2	1A,V1A	1A,V1A
CY263635	2	2	1A,V1A	1A,V1A
CY218722	2	2	1A,V1A	1A,V1A
MH585063	2	2	1A,V1A	1A,V1A
MK474511	2	2	1A,V1A	1A,V1A
KX922384	2	2	1A,V1A	1A,V1A
CY240369	2	2	1A,V1A	1A,V1A
CY249539	2	2	1A,V1A	1A,V1A
CY249555	2	2	1A,V1A	1A,V1A
CY239066	2	2	1A,V1A	1A,V1A
CY248749	2	2	1A,V1A	1A,V1A
MH362915	2	2	1A,V1A	1A,V1A
MH585742	2	2	1A,V1A	1A,V1A
MH362879	2	2	1A,V1A	1A,V1A
MH727810	2	2	1A,V1A	1A,V1A
MH080804	2	2	1A,V1A	1A,V1A
CY263699	2	2	1A,V1A	1A,V1A
MH080828	2	2	1A,V1A	1A,V1A
MG830500	2	2	1A,V1A	1A,V1A
MH583069	2	2	1A,V1A	1A,V1A
MH245734	2	2	1A,V1A	1A,V1A
MG830572	2	2	1A,V1A	1A,V1A
MH081217	2	2	1A,V1A	1A,V1A
CY247397	2	2	1A,V1A	1A,V1A
CY248415	2	2	1A,V1A	1A,V1A
CY236886	2	2	1A,V1A	1A,V1A
CY221694	2	2	1A,V1A	1A,V1A
CY229757	2	2	1A,V1A	1A,V1A
CY231480	2	2	1A,V1A	1A,V1A
CY237840	2	2	1A,V1A	1A,V1A
CY248648	2	2	1A,V1A	1A,V1A
CY234088	2	2	1A,V1A	1A,V1A
CY222365	2	2	1A,V1A	1A,V1A
CY248906	2	2	1A,V1A	1A,V1A
CY231624	2	2	1A,V1A	1A,V1A
CY248241	2	2	1A,V1A	1A,V1A
CY248257	2	2	1A,V1A	1A,V1A
MH585125	2	2	1A,V1A	1A,V1A
MH362919	2	2	1A,V1A	1A,V1A
CY237202	2	2	1A,V1A	1A,V1A
CY239106	2	2	1A,V1A	1A,V1A
CY249667	2	2	1A,V1A	1A,V1A
CY248835	2	2	1A,V1A	1A,V1A
CY249563	2	2	1A,V1A	1A,V1A
CY249595	2	2	1A,V1A	1A,V1A
CY247605	2	2	1A,V1A	1A,V1A
CY238046	2	2	1A,V1A	1A,V1A
CY247389	2	2	1A,V1A	1A,V1A
CY236893	2	2	1A,V1A	1A,V1A
CY247781	2	2	1A,V1A	1A,V1A
CY249587	2	2	1A,V1A	1A,V1A
CY230237	2	2	1A,V1A	1A,V1A
CY248447	2	2	1A,V1A	1A,V1A
CY247717	2	2	1A,V1A	1A,V1A
CY247765	2	2	1A,V1A	1A,V1A
CY247749	2	2	1A,V1A	1A,V1A
CY224590	2	2	1A,V1A	1A,V1A
CY247829	2	2	1A,V1A	1A,V1A
CY248725	2	2	1A,V1A	1A,V1A
CY232972	2	2	1A,V1A	1A,V1A
MH584321	2	2	1A,V1A	1A,V1A
MH130500	2	2	1A,V1A	1A,V1A
CY262616	2	2	1A,V1A	1A,V1A
MH585611	2	2	1A,V1A	1A,V1A
MH081817	2	2	1A,V1A	1A,V1A
MH583139	2	2	1A,V1A	1A,V1A
CY265834	2	2	1A,V1A	1A,V1A
MH081041	2	2	1A,V1A	1A,V1A
CY237777	2	2	1A,V1A	1A,V1A
MH585049	2	2	1A,V1A	1A,V1A
CY242707	2	2	1A,V1A	1A,V1A
MH583144	2	2	1A,V1A	1A,V1A
CY240249	2	2	1A,V1A	1A,V1A
MG830516	2	2	1A,V1A	1A,V1A
CY239136	2	2	1A,V1A	1A,V1A
CY217706	2	2	1A,V1A	1A,V1A
MH080857	2	2	1A,V1A	1A,V1A
CY263723	2	2	1A,V1A	1A,V1A
MG830524	2	2	1A,V1A	1A,V1A
MH604686	2	2	1A,V1A	1A,V1A
CY248664	2	2	1A,V1A	1A,V1A
CY217738	2	2	1A,V1A	1A,V1A
CY231874	2	2	1A,V1A	1A,V1A
CY226278	2	2	1A,V1A	1A,V1A
CY224598	2	2	1A,V1A	1A,V1A
CY248090	2	2	1A,V1A	1A,V1A
CY248685	2	2	1A,V1A	1A,V1A
CY232207	2	2	1A,V1A	1A,V1A
CY249635	2	2	1A,V1A	1A,V1A
CY229941	2	2	1A,V1A	1A,V1A
CY249547	2	2	1A,V1A	1A,V1A
CY229893	2	2	1A,V1A	1A,V1A
CY233640	2	2	1A,V1A	1A,V1A
CY237539	2	2	1A,V1A	1A,V1A
CY248701	2	2	1A,V1A	1A,V1A
CY209653	2	2	1A,V1A	1A,V1A
KY116757	2	2	1A,V1A	1A,V1A
CY248656	2	2	1A,V1A	1A,V1A
CY226911	2	2	1A,V1A	1A,V1A
CY227022	2	2	1A,V1A	1A,V1A
CY249731	2	2	1A,V1A	1A,V1A
CY233354	2	2	1A,V1A	1A,V1A
CY231717	2	2	1A,V1A	1A,V1A
CY247845	2	2	1A,V1A	1A,V1A
CY233464	2	2	1A,V1A	1A,V1A
CY249500	2	2	1A,V1A	1A,V1A
MH583120	2	2	1A,V1A	1A,V1A
MK999116	2	2	1A,V1A	1A,V1A
MH584033	2	2	1A,V1A	1A,V1A
MK857780	2	2	1A,V1A	1A,V1A
MN155964	2	2	1A,V1A	1A,V1A
MK996081	2	2	1A,V1A	1A,V1A
MK858083	2	2	1A,V1A	1A,V1A
MN230658	2	2	1A,V1A	1A,V1A
MK858020	2	2	1A,V1A	1A,V1A
MK996089	2	2	1A,V1A	1A,V1A
MN086046	2	2	1A,V1A	1A,V1A
MK858028	2	2	1A,V1A	1A,V1A
MH245342	2	2	1A,V1A	1A,V1A
CY227054	2	2	1A,V1A	1A,V1A
CY248329	2	2	1A,V1A	1A,V1A
KX922368	2	2	1A,V1A	1A,V1A
CY215498	2	2	1A,V1A	1A,V1A
MH363103	2	2	1A,V1A	1A,V1A
MN085592	2	2	1A,V1A	1A,V1A
MK999037	2	2	1A,V1A	1A,V1A
MN085744	2	2	1A,V1A	1A,V1A
MK363855	2	2	1A,V1A	1A,V1A
MK398403	2	2	1A,V1A	1A,V1A
MK999324	2	2	1A,V1A	1A,V1A
MK265482	2	2	1A,V1A	1A,V1A
MK363832	2	2	1A,V1A	1A,V1A
MK630471	2	2	1A,V1A	1A,V1A
MN086094	2	2	1A,V1A	1A,V1A
MN085424	2	2	1A,V1A	1A,V1A
MN155908	2	2	1A,V1A	1A,V1A
MN435051	2	2	1A,V1A	1A,V1A
MN085752	2	2	1A,V1A	1A,V1A
MN155828	2	2	1A,V1A	1A,V1A
MN230139	2	2	1A,V1A	1A,V1A
MN155844	2	2	1A,V1A	1A,V1A
MN230461	2	2	1A,V1A	1A,V1A
MN230198	2	2	1A,V1A	1A,V1A
MK676294	2	2	1A,V1A	1A,V1A
MK858055	2	2	1A,V1A	1A,V1A
MK995675	2	2	1A,V1A	1A,V1A
MN230205	2	2	1A,V1A	1A,V1A
MN085472	2	2	1A,V1A	1A,V1A
MN085480	2	2	1A,V1A	1A,V1A
MN230245	2	2	1A,V1A	1A,V1A
MK771905	2	2	1A,V1A	1A,V1A
MK998980	2	2	1A,V1A	1A,V1A
MN230413	2	2	1A,V1A	1A,V1A
MN156068	2	2	1A,V1A	1A,V1A
MK857742	2	2	1A,V1A	1A,V1A
MN085880	2	2	1A,V1A	1A,V1A
MN230557	2	2	1A,V1A	1A,V1A
MN085976	2	2	1A,V1A	1A,V1A
MN086070	2	2	1A,V1A	1A,V1A
MK999380	2	2	1A,V1A	1A,V1A
MK999388	2	2	1A,V1A	1A,V1A
MK998908	2	2	1A,V1A	1A,V1A
MN156132	2	2	1A,V1A	1A,V1A
MN086022	2	2	1A,V1A	1A,V1A
MN086078	2	2	1A,V1A	1A,V1A
MK857828	2	2	1A,V1A	1A,V1A
MN085571	2	2	1A,V1A	1A,V1A
MN086309	2	2	1A,V1A	1A,V1A
MN086307	2	2	1A,V1A	1A,V1A
MN086318	2	2	1A,V1A	1A,V1A
MN086317	2	2	1A,V1A	1A,V1A
MK630463	2	2	1A,V1A	1A,V1A
MN155924	2	2	1A,V1A	1A,V1A
MN156188	2	2	1A,V1A	1A,V1A
MN230157	2	2	1A,V1A	1A,V1A
MN318788	2	2	1A,V1A	1A,V1A
MN230698	2	2	1A,V1A	1A,V1A
MK998820	2	2	1A,V1A	1A,V1A
MK857739	2	2	1A,V1A	1A,V1A
MN155868	2	2	1A,V1A	1A,V1A
MN230253	2	2	1A,V1A	1A,V1A
MN230169	2	2	1A,V1A	1A,V1A
MN155988	2	2	1A,V1A	1A,V1A
MN085832	2	2	1A,V1A	1A,V1A
MN230189	2	2	1A,V1A	1A,V1A
MN435043	2	2	1A,V1A	1A,V1A
MN318716	2	2	1A,V1A	1A,V1A
MN230372	2	2	1A,V1A	1A,V1A
MK857964	2	2	1A,V1A	1A,V1A
MK998828	2	2	1A,V1A	1A,V1A
MN086150	2	2	1A,V1A	1A,V1A
MN318708	2	2	1A,V1A	1A,V1A
MK857820	2	2	1A,V1A	1A,V1A
MN086312	2	2	1A,V1A	1A,V1A
MN156076	2	2	1A,V1A	1A,V1A
MN086313	2	2	1A,V1A	1A,V1A
MN230645	2	2	1A,V1A	1A,V1A
MN085419	2	2	1A,V1A	1A,V1A
MN086310	2	2	1A,V1A	1A,V1A
MN086306	2	2	1A,V1A	1A,V1A
MN085463	2	2	1A,V1A	1A,V1A
MK999076	2	2	1A,V1A	1A,V1A
MN085992	2	2	1A,V1A	1A,V1A
MN085616	2	2	1A,V1A	1A,V1A
MK554872	2	2	1A,V1A	1A,V1A
MK998988	2	2	1A,V1A	1A,V1A
MK857996	2	2	1A,V1A	1A,V1A
MN085944	2	2	1A,V1A	1A,V1A
MH791509	2	2	1A,V1A	1A,V1A
MK181590	2	2	1A,V1A	1A,V1A
MN085626	2	2	1A,V1A	1A,V1A
MN230364	2	2	1A,V1A	1A,V1A
MN086311	2	2	1A,V1A	1A,V1A
MN061251	2	2	1A,V1A	1A,V1A
MK771867	2	2	1A,V1A	1A,V1A
MK771969	2	2	1A,V1A	1A,V1A
MK995993	2	2	1A,V1A	1A,V1A
MK995986	2	2	1A,V1A	1A,V1A
MK998996	2	2	1A,V1A	1A,V1A
MN435083	2	2	1A,V1A	1A,V1A
MK857860	2	2	1A,V1A	1A,V1A
MK680503	2	2	1A,V1A	1A,V1A
MK969440	2	2	1A,V1A	1A,V1A
KC813738	0	0	Unassigned	Unassigned
KC286500	0	0	Unassigned	Unassigned
JN992863	0	0	Unassigned	Unassigned
JN992875	0	0	Unassigned	Unassigned
JN993082	0	0	Unassigned	Unassigned
JN992920	0	0	Unassigned	Unassigned
JN992955	0	0	Unassigned	Unassigned
KC813763	0	0	Unassigned	Unassigned
KC813615	0	0	Unassigned	Unassigned
JN992944	0	0	Unassigned	Unassigned
KC813776	0	0	Unassigned	Unassigned
JN992899	0	0	Unassigned	Unassigned
KC813825	0	0	Unassigned	Unassigned
KC813796	0	0	Unassigned	Unassigned
KC813527	0	0	Unassigned	Unassigned
KC813528	0	0	Unassigned	Unassigned
JN992812	0	0	Unassigned	Unassigned
JN992836	0	0	Unassigned	Unassigned
KC892138	0	0	Unassigned	Unassigned
KC813602	0	0	Unassigned	Unassigned
JN992953	0	0	Unassigned	Unassigned
KC813971	0	0	Unassigned	Unassigned
KC814135	0	0	Unassigned	Unassigned
JN992981	0	0	Unassigned	Unassigned
KC813604	0	0	Unassigned	Unassigned
KC814146	0	0	Unassigned	Unassigned
KC813867	0	0	Unassigned	Unassigned
KC813570	0	0	Unassigned	Unassigned
KC813715	0	0	Unassigned	Unassigned
KC814154	0	0	Unassigned	Unassigned
KC813742	0	0	Unassigned	Unassigned
KC813811	0	0	Unassigned	Unassigned
JN992965	0	0	Unassigned	Unassigned
JN992902	0	0	Unassigned	Unassigned
KC813524	0	0	Unassigned	Unassigned
KC813896	0	0	Unassigned	Unassigned
KC814019	0	0	Unassigned	Unassigned
KC813745	0	0	Unassigned	Unassigned
MK961324	0	0	Unassigned	Unassigned
MK961720	0	0	Unassigned	Unassigned
CY263848	0	0	Unassigned	Unassigned
MK961426	0	0	Unassigned	Unassigned
JN992905	0	0	Unassigned	Unassigned
KC813620	0	0	Unassigned	Unassigned
JN993130	0	0	Unassigned	Unassigned
KC814137	0	0	Unassigned	Unassigned
KC813928	0	0	Unassigned	Unassigned
JN992887	0	0	Unassigned	Unassigned
KC813844	0	0	Unassigned	Unassigned
CY154418	0	0	Unassigned	Unassigned
KC813852	0	0	Unassigned	Unassigned
JN992806	0	0	Unassigned	Unassigned
JN992866	0	0	Unassigned	Unassigned
JN992923	0	0	Unassigned	Unassigned
JN992929	0	0	Unassigned	Unassigned
KC814078	0	0	Unassigned	Unassigned
JN993112	0	0	Unassigned	Unassigned
KC813988	0	0	Unassigned	Unassigned
KC813517	0	0	Unassigned	Unassigned
KC813585	0	0	Unassigned	Unassigned
KC814008	0	0	Unassigned	Unassigned
JN993121	0	0	Unassigned	Unassigned
KC813674	0	0	Unassigned	Unassigned
KC814139	0	0	Unassigned	Unassigned
KC813645	0	0	Unassigned	Unassigned
KC813935	0	0	Unassigned	Unassigned
KC813773	0	0	Unassigned	Unassigned
KC814048	0	0	Unassigned	Unassigned
KC813858	0	0	Unassigned	Unassigned
KC814053	0	0	Unassigned	Unassigned
KC813621	0	0	Unassigned	Unassigned
KC813576	0	0	Unassigned	Unassigned
KC814045	0	0	Unassigned	Unassigned
JN992845	0	0	Unassigned	Unassigned
KC814151	0	0	Unassigned	Unassigned
KC813908	0	0	Unassigned	Unassigned
JN992950	0	0	Unassigned	Unassigned
CY150307	0	0	Unassigned	Unassigned
KC813789	0	0	Unassigned	Unassigned
JN993070	0	0	Unassigned	Unassigned
KC813636	0	0	Unassigned	Unassigned
JN993139	0	0	Unassigned	Unassigned
JQ034243	0	0	Unassigned	Unassigned
JN992968	0	0	Unassigned	Unassigned
KC813941	0	0	Unassigned	Unassigned
KC813687	0	0	Unassigned	Unassigned
KC813900	0	0	Unassigned	Unassigned
KC813707	0	0	Unassigned	Unassigned
CY153986	0	0	Unassigned	Unassigned
KC813933	0	0	Unassigned	Unassigned
KC813725	0	0	Unassigned	Unassigned
JN993142	0	0	Unassigned	Unassigned
KC813816	0	0	Unassigned	Unassigned
KC813661	0	0	Unassigned	Unassigned
KC813889	0	0	Unassigned	Unassigned
CY156986	0	0	Unassigned	Unassigned
KC813885	0	0	Unassigned	Unassigned
KC813552	0	0	Unassigned	Unassigned
JN993115	0	0	Unassigned	Unassigned
KC813943	0	0	Unassigned	Unassigned
JN992848	0	0	Unassigned	Unassigned
KC891598	0	0	Unassigned	Unassigned
JN992941	0	0	Unassigned	Unassigned
KC813902	0	0	Unassigned	Unassigned
KC813818	0	0	Unassigned	Unassigned
KC814005	0	0	Unassigned	Unassigned
KC813513	0	0	Unassigned	Unassigned
KC813592	0	0	Unassigned	Unassigned
JN992809	0	0	Unassigned	Unassigned
KC813547	0	0	Unassigned	Unassigned
KC814067	0	0	Unassigned	Unassigned
KC813784	0	0	Unassigned	Unassigned
JN993118	0	0	Unassigned	Unassigned
KC814035	0	0	Unassigned	Unassigned
KC814084	0	0	Unassigned	Unassigned
KC813611	0	0	Unassigned	Unassigned
KC813588	0	0	Unassigned	Unassigned
KC813914	0	0	Unassigned	Unassigned
KC813754	0	0	Unassigned	Unassigned
KC813533	0	0	Unassigned	Unassigned
KC813893	0	0	Unassigned	Unassigned
KC813694	0	0	Unassigned	Unassigned
KC814039	0	0	Unassigned	Unassigned
JN872397	0	0	Unassigned	Unassigned
KC813722	0	0	Unassigned	Unassigned
KC891596	0	0	Unassigned	Unassigned
JQ034240	0	0	Unassigned	Unassigned
KC813956	0	0	Unassigned	Unassigned
KC813887	0	0	Unassigned	Unassigned
KC814104	0	0	Unassigned	Unassigned
KC814080	0	0	Unassigned	Unassigned
KC891680	0	0	Unassigned	Unassigned
KC891772	0	0	Unassigned	Unassigned
KC813668	0	0	Unassigned	Unassigned
KC891631	0	0	Unassigned	Unassigned
KC814119	0	0	Unassigned	Unassigned
KC813730	0	0	Unassigned	Unassigned
KC891718	0	0	Unassigned	Unassigned
KC814010	0	0	Unassigned	Unassigned
JQ034246	0	0	Unassigned	Unassigned
KC814145	0	0	Unassigned	Unassigned
KC891976	0	0	Unassigned	Unassigned
KC814042	0	0	Unassigned	Unassigned
KC814099	0	0	Unassigned	Unassigned
KC813872	0	0	Unassigned	Unassigned
CY181449	0	0	Unassigned	Unassigned
KC813521	0	0	Unassigned	Unassigned
KC813829	0	0	Unassigned	Unassigned
KC814072	0	0	Unassigned	Unassigned
CY111567	0	0	Unassigned	Unassigned
CY111574	0	0	Unassigned	Unassigned
CY111486	0	0	Unassigned	Unassigned
CY181441	0	0	Unassigned	Unassigned
KC813954	0	0	Unassigned	Unassigned
CY150315	0	0	Unassigned	Unassigned
CY150323	0	0	Unassigned	Unassigned
KC813772	0	0	Unassigned	Unassigned
JN993157	0	0	Unassigned	Unassigned
KC814026	0	0	Unassigned	Unassigned
KX269903	0	0	Unassigned	Unassigned
KX269904	0	0	Unassigned	Unassigned
KC813804	0	0	Unassigned	Unassigned
KC814111	0	0	Unassigned	Unassigned
KC813760	0	0	Unassigned	Unassigned
JN992917	0	0	Unassigned	Unassigned
KC813582	0	0	Unassigned	Unassigned
KC813685	0	0	Unassigned	Unassigned
KC813751	0	0	Unassigned	Unassigned
KC813746	0	0	Unassigned	Unassigned
JN993097	0	0	Unassigned	Unassigned
JN993124	0	0	Unassigned	Unassigned
KC813977	0	0	Unassigned	Unassigned
KX269909	0	0	Unassigned	Unassigned
GQ451541	0	0	Unassigned	Unassigned
CY153218	0	0	Unassigned	Unassigned
FJ686898	0	0	Unassigned	Unassigned
JN899526	0	0	Unassigned	Unassigned
GQ451462	0	0	Unassigned	Unassigned
GQ451468	0	0	Unassigned	Unassigned
FJ549065	0	0	Unassigned	Unassigned
GQ340600	0	0	Unassigned	Unassigned
KF765557	0	0	Unassigned	Unassigned
GQ451466	0	0	Unassigned	Unassigned
FJ686912	0	0	Unassigned	Unassigned
GQ451528	0	0	Unassigned	Unassigned
FJ686873	0	0	Unassigned	Unassigned
GQ451549	0	0	Unassigned	Unassigned
JN899553	0	0	Unassigned	Unassigned
GQ451518	0	0	Unassigned	Unassigned
KF765555	0	0	Unassigned	Unassigned
FJ549033	0	0	Unassigned	Unassigned
GQ340626	0	0	Unassigned	Unassigned
GQ340590	0	0	Unassigned	Unassigned
GQ340608	0	0	Unassigned	Unassigned
FJ686906	0	0	Unassigned	Unassigned
KF765553	0	0	Unassigned	Unassigned
FJ686902	0	0	Unassigned	Unassigned
GQ451540	0	0	Unassigned	Unassigned
GQ451514	0	0	Unassigned	Unassigned
CY150129	0	0	Unassigned	Unassigned
GQ451563	0	0	Unassigned	Unassigned
GQ340664	0	0	Unassigned	Unassigned
JN899538	0	0	Unassigned	Unassigned
GQ340571	0	0	Unassigned	Unassigned
GQ451547	0	0	Unassigned	Unassigned
GQ451476	0	0	Unassigned	Unassigned
GQ451553	0	0	Unassigned	Unassigned
GQ451489	0	0	Unassigned	Unassigned
GQ340629	0	0	Unassigned	Unassigned
GQ451480	0	0	Unassigned	Unassigned
GQ451565	0	0	Unassigned	Unassigned
GQ340580	0	0	Unassigned	Unassigned
CY153346	0	0	Unassigned	Unassigned
GQ451487	0	0	Unassigned	Unassigned
GQ340577	0	0	Unassigned	Unassigned
FJ549025	0	0	Unassigned	Unassigned
JN899547	0	0	Unassigned	Unassigned
GQ340564	0	0	Unassigned	Unassigned
KC891778	0	0	Unassigned	Unassigned
GQ340649	0	0	Unassigned	Unassigned
GQ451464	0	0	Unassigned	Unassigned
GQ451551	0	0	Unassigned	Unassigned
JN899544	0	0	Unassigned	Unassigned
GQ340633	0	0	Unassigned	Unassigned
CY153434	0	0	Unassigned	Unassigned
CY150072	0	0	Unassigned	Unassigned
GQ451513	0	0	Unassigned	Unassigned
GQ451567	0	0	Unassigned	Unassigned
JN899551	0	0	Unassigned	Unassigned
GQ451499	0	0	Unassigned	Unassigned
GQ895056	0	0	Unassigned	Unassigned
GQ895062	0	0	Unassigned	Unassigned
GQ340639	0	0	Unassigned	Unassigned
GQ340618	0	0	Unassigned	Unassigned
GQ451507	0	0	Unassigned	Unassigned
GQ451509	0	0	Unassigned	Unassigned
JN872398	0	0	Unassigned	Unassigned
JN899528	0	0	Unassigned	Unassigned
JX429668	0	0	Unassigned	Unassigned
KF705481	0	0	Unassigned	Unassigned
KF705488	0	0	Unassigned	Unassigned
KC813841	0	0	Unassigned	Unassigned
JN993109	0	0	Unassigned	Unassigned
JN992995	0	0	Unassigned	Unassigned
CY150170	0	0	Unassigned	Unassigned
KC892013	0	0	Unassigned	Unassigned
CY153642	0	0	Unassigned	Unassigned
KC813808	0	0	Unassigned	Unassigned
GQ451493	0	0	Unassigned	Unassigned
KC891803	0	0	Unassigned	Unassigned
KX269906	0	0	Unassigned	Unassigned
KX269908	0	0	Unassigned	Unassigned
KX269907	0	0	Unassigned	Unassigned
KC891613	0	0	Unassigned	Unassigned
KC891732	0	0	Unassigned	Unassigned
KY848349	0	0	Unassigned	Unassigned
JN899531	0	0	Unassigned	Unassigned
GQ451532	0	0	Unassigned	Unassigned
JN992986	0	0	Unassigned	Unassigned
JN992911	0	0	Unassigned	Unassigned
KC813536	0	0	Unassigned	Unassigned
KC620398	0	0	Unassigned	Unassigned
JN992779	0	0	Unassigned	Unassigned
JN992785	0	0	Unassigned	Unassigned
KC813559	0	0	Unassigned	Unassigned
GQ451486	0	0	Unassigned	Unassigned
GQ895064	0	0	Unassigned	Unassigned
KC813683	0	0	Unassigned	Unassigned
JN992932	0	0	Unassigned	Unassigned
JN992983	0	0	Unassigned	Unassigned
JF693243	0	0	Unassigned	Unassigned
KC891683	0	0	Unassigned	Unassigned
KC891945	0	0	Unassigned	Unassigned
KC891694	0	0	Unassigned	Unassigned
KF216633	0	0	Unassigned	Unassigned
KF216634	0	0	Unassigned	Unassigned
KC891959	0	0	Unassigned	Unassigned
KC891937	0	0	Unassigned	Unassigned
KC891989	0	0	Unassigned	Unassigned
KC891916	0	0	Unassigned	Unassigned
KC891653	0	0	Unassigned	Unassigned
KC891741	0	0	Unassigned	Unassigned
KC891667	0	0	Unassigned	Unassigned
KC891870	0	0	Unassigned	Unassigned
KF216636	0	0	Unassigned	Unassigned
KF216983	0	0	Unassigned	Unassigned
KF886302	0	0	Unassigned	Unassigned
MK961824	0	0	Unassigned	Unassigned
MK961411	0	0	Unassigned	Unassigned
KJ136222	0	0	Unassigned	Unassigned
KC892064	0	0	Unassigned	Unassigned
KC892073	0	0	Unassigned	Unassigned
KC891593	0	0	Unassigned	Unassigned
KC891637	0	0	Unassigned	Unassigned
KC891872	0	0	Unassigned	Unassigned
KC891814	0	0	Unassigned	Unassigned
KC891723	0	0	Unassigned	Unassigned
KC891726	0	0	Unassigned	Unassigned
MK867960	0	0	Unassigned	Unassigned
KC892047	0	0	Unassigned	Unassigned
KC891918	0	0	Unassigned	Unassigned
KC891871	0	0	Unassigned	Unassigned
KC891655	0	0	Unassigned	Unassigned
KF216829	0	0	Unassigned	Unassigned
KF216648	0	0	Unassigned	Unassigned
KF217056	0	0	Unassigned	Unassigned
CY147279	0	0	Unassigned	Unassigned
KF216783	0	0	Unassigned	Unassigned
KF216850	0	0	Unassigned	Unassigned
KF216647	0	0	Unassigned	Unassigned
KF216855	0	0	Unassigned	Unassigned
KF216628	0	0	Unassigned	Unassigned
KF216608	0	0	Unassigned	Unassigned
KT734886	0	0	Unassigned	Unassigned
CY147215	0	0	Unassigned	Unassigned
KF216592	0	0	Unassigned	Unassigned
KC891673	0	0	Unassigned	Unassigned
KF216630	0	0	Unassigned	Unassigned
KC891901	0	0	Unassigned	Unassigned
KF216757	0	0	Unassigned	Unassigned
KF301656	0	0	Unassigned	Unassigned
KC891817	0	0	Unassigned	Unassigned
KC891944	0	0	Unassigned	Unassigned
KC892092	0	0	Unassigned	Unassigned
KC892117	0	0	Unassigned	Unassigned
KC891827	0	0	Unassigned	Unassigned
KM063846	0	0	Unassigned	Unassigned
KF217087	0	0	Unassigned	Unassigned
KC892097	0	0	Unassigned	Unassigned
KM100192	0	0	Unassigned	Unassigned
KF216961	0	0	Unassigned	Unassigned
KF216878	0	0	Unassigned	Unassigned
KF216886	0	0	Unassigned	Unassigned
KF217096	0	0	Unassigned	Unassigned
KF217043	0	0	Unassigned	Unassigned
KC891705	0	0	Unassigned	Unassigned
MK961529	0	0	Unassigned	Unassigned
KC891787	0	0	Unassigned	Unassigned
KC892100	0	0	Unassigned	Unassigned
KC892016	0	0	Unassigned	Unassigned
KF216534	0	0	Unassigned	Unassigned
CY141301	0	0	Unassigned	Unassigned
KC892094	0	0	Unassigned	Unassigned
KF217101	0	0	Unassigned	Unassigned
KJ136152	0	0	Unassigned	Unassigned
KF886338	0	0	Unassigned	Unassigned
KF217068	0	0	Unassigned	Unassigned
CY147230	0	0	Unassigned	Unassigned
KC891616	0	0	Unassigned	Unassigned
CY134622	0	0	Unassigned	Unassigned
KF216879	0	0	Unassigned	Unassigned
KF216771	0	0	Unassigned	Unassigned
KF216688	0	0	Unassigned	Unassigned
CY141291	0	0	Unassigned	Unassigned
KF217103	0	0	Unassigned	Unassigned
KF216788	0	0	Unassigned	Unassigned
CY147256	0	0	Unassigned	Unassigned
KF216784	0	0	Unassigned	Unassigned
KF216822	0	0	Unassigned	Unassigned
CY141304	0	0	Unassigned	Unassigned
KF886325	0	0	Unassigned	Unassigned
KF216682	0	0	Unassigned	Unassigned
