,WHO,tip,size,ratio
5666,3c2.A,MH358472,6,1.0
5667,3c2.A,MH601594,6,1.0
5668,3c2.A,MH294807,6,1.0
5669,3c2.A,MH127010,6,1.0
5670,3c2.A,MH306773,6,1.0
5671,3c2.A,CY264934,6,1.0
5672,3c2.A,MH306975,6,1.0
5673,3c2.A,MH701284,6,1.0
5674,3c2.A,MH586052,6,1.0
5675,3c2.A,MH082620,6,1.0
5676,3c2.A,MG974890,6,1.0
5677,3c2.A,MG830987,6,1.0
5678,3c2.A,MH307207,6,1.0
5679,3c2.A,CY265037,6,1.0
5680,3c2.A,CY265045,6,1.0
5681,3c2.A,MH601745,6,1.0
5682,3c2.A,MH600889,6,1.0
5683,3c2.A,CY258021,6,1.0
5684,3c2.A,MH585932,6,1.0
5685,3c2.A,MH080219,6,1.0
5686,3c2.A,CY256269,6,1.0
5687,3c2.A,MH082764,6,1.0
5688,3c2.A,MH294900,6,1.0
5689,3c2.A,MH294942,6,1.0
5690,3c2.A,CY265005,6,1.0
5691,3c2.A,CY264115,6,1.0
5692,3c2.A,MH307162,6,1.0
5693,3c2.A,CY260969,6,1.0
5694,3c2.A,MH126962,6,1.0
5695,3c2.A,MH126564,6,1.0
5696,3c2.A,CY264790,6,1.0
5697,3c2.A,MH443659,6,1.0
5698,3c2.A,CY260763,6,1.0
5699,3c2.A,CY260058,6,1.0
5700,3c2.A,MH443564,6,1.0
5701,3c2.A,MH306967,6,1.0
5702,3c2.A,MH082587,6,1.0
5703,3c2.A,MH669779,6,1.0
5704,3c2.A,MH294950,6,1.0
5705,3c2.A,MH294733,6,1.0
5706,3c2.A,MH669651,6,1.0
5707,3c2.A,MH246559,6,1.0
5708,3c2.A,CY261137,6,1.0
5709,3c2.A,MH306991,6,1.0
5710,3c2.A,MH600849,6,1.0
5711,3c2.A,MH586444,5,1.0
5712,3c2.A,MH246311,5,1.0
5713,3c2.A,MH294895,4,1.0
5714,3c2.A,MH307063,4,1.0
5715,3c2.A,CY249931,4,1.0
5716,3c2.A,CY260583,4,1.0
5717,3c2.A,MH600575,6,0.8333333333333334
5718,3c2.A,MH585868,6,0.8333333333333334
5719,3c2.A,MH600681,6,0.8333333333333334
5720,3c2.A,MH082100,6,0.8333333333333334
5721,3c2.A,MH083156,6,0.8333333333333334
5722,3c2.A,MH294922,6,0.8333333333333334
5723,3c2.A,MH358566,6,0.8333333333333334
5724,3c2.A,MH294943,6,0.8333333333333334
5725,3c2.A,MH294903,6,0.8333333333333334
5726,3c2.A,MH294872,6,0.8333333333333334
5727,3c2.A,CY250603,6,0.8333333333333334
5728,3c2.A,MH246567,6,0.8333333333333334
5729,3c2.A,MH701572,6,0.8333333333333334
5730,3c2.A,MH701116,6,0.8333333333333334
5731,3c2.A,MH601097,6,0.8333333333333334
5732,3c2.A,MH307098,5,1.0
5733,3c2.A,MH246343,5,1.0
5734,3c2.A,MH126662,5,1.0
5735,3c2.A,MH126833,5,1.0
5736,3c2.A,MH294765,5,1.0
5737,3c2.A,CY245254,5,1.0
5738,3c2.A,MH358678,5,1.0
5739,3c2.A,MG831041,5,1.0
5740,3c2.A,CY261193,5,1.0
5741,3c2.A,MH082580,5,1.0
5742,3c2.A,MH246847,5,1.0
5743,3c2.A,MH246599,5,1.0
5744,3c2.A,CY261185,5,1.0
5745,3c2.A,MH306925,5,1.0
5746,3c2.A,MH586012,5,1.0
5747,3c2.A,CY260670,5,1.0
5748,3c2.A,MH294822,5,1.0
5749,3c2.A,MH126617,5,1.0
5750,3c2.A,MH082812,5,1.0
5751,3c2.A,MH586396,5,1.0
5752,3c2.A,MH601081,5,1.0
5753,3c2.A,MH082532,5,1.0
5754,3c2.A,MH586452,5,1.0
5755,3c2.A,MH586404,5,1.0
5756,3c2.A,CY260905,5,1.0
5757,3c2.A,CY260527,5,1.0
5758,3c2.A,CY260559,5,1.0
5759,3c2.A,MH294840,5,1.0
5760,3c2.A,CY260042,5,1.0
5761,3c2.A,CY264203,5,1.0
5762,3c2.A,CY264187,5,1.0
5763,3c2.A,CY255941,5,1.0
5764,3c2.A,CY260662,5,1.0
5765,3c2.A,CY261225,5,1.0
5766,3c2.A,CY261551,5,1.0
5767,3c2.A,MH126433,5,1.0
5768,3c2.A,MH294890,5,1.0
5769,3c2.A,CY261240,5,1.0
5770,3c2.A,CY266050,5,1.0
5771,3c2.A,CY260921,5,1.0
5772,3c2.A,MH082281,5,1.0
5773,3c2.A,MH083024,5,1.0
5774,3c2.A,CY260841,5,1.0
5775,3c2.A,MH131654,5,1.0
5776,3c2.A,CY261343,5,1.0
5777,3c2.A,CY261359,5,1.0
5778,3c2.A,MH306802,5,1.0
5779,3c2.A,MH601867,5,1.0
5780,3c2.A,MH600745,5,1.0
5781,3c2.A,CY260702,5,1.0
5782,3c2.A,CY258444,5,1.0
5783,3c2.A,MH126745,5,1.0
5784,3c2.A,MH082651,5,1.0
5785,3c2.A,CY255997,5,1.0
5786,3c2.A,MH358606,5,1.0
5787,3c2.A,CY243463,5,1.0
5788,3c2.A,CY249963,5,1.0
5789,3c2.A,MH307295,5,1.0
5790,3c2.A,MH586188,5,1.0
5791,3c2.A,MH294717,5,1.0
5792,3c2.A,CY258116,5,1.0
5793,3c2.A,MG974906,5,1.0
5794,3c2.A,MG279314,5,1.0
5795,3c2.A,MH294716,5,1.0
5796,3c2.A,CY260630,5,1.0
5797,3c2.A,CY244990,5,1.0
5798,3c2.A,CY247070,5,1.0
5799,3c2.A,CY260873,5,1.0
5800,3c2.A,CY266431,5,1.0
5801,3c2.A,CY243718,5,1.0
5802,3c2.A,CY239984,5,1.0
5803,3c2.A,CY243647,5,1.0
5804,3c2.A,CY244521,5,1.0
5805,3c2.A,CY256133,5,1.0
5806,3c2.A,MH127169,4,1.0
5807,3c2.A,MH602066,4,1.0
5808,3c2.A,CY260778,4,1.0
5809,3c2.A,CY242270,4,1.0
5810,3c2.A,MH080259,4,1.0
5811,3c2.A,CY264361,4,1.0
5812,3c2.A,CY260961,4,1.0
5813,3c2.A,MH600801,4,1.0
5814,3c2.A,CY239904,4,1.0
5815,3c2.A,CY240016,4,1.0
5816,3c2.A,CY247126,4,1.0
5817,3c2.A,CY249995,4,1.0
5818,3c2.A,CY239968,4,1.0
5819,3c2.A,CY244585,4,1.0
5820,3c2.A,MH127121,4,1.0
5821,3c2.A,CY247197,4,1.0
5822,3c2.A,MH443459,4,1.0
5823,3c2.A,CY243599,4,1.0
5824,3c2.A,CY244974,4,1.0
5825,3c2.A,MH294722,4,1.0
5826,3c2.A,MH082523,4,1.0
5827,3c2.A,MH082220,4,1.0
5828,3c2.A,MH082701,4,1.0
5829,3c2.A,MH294949,4,1.0
5830,3c2.A,MH246794,4,1.0
5831,3c2.A,MH540789,4,1.0
5832,3c2.A,MH246711,4,1.0
5833,3c2.A,CY235912,4,1.0
5834,3c2.A,CY247166,4,1.0
5835,3c2.A,MH601434,4,1.0
5836,3c2.A,MH131414,4,1.0
5837,3c2.A,MH669739,4,1.0
5838,3c2.A,CY266178,4,1.0
5839,3c2.A,CY266847,4,1.0
5840,3c2.A,CY266855,4,1.0
5841,3c2.A,CY234578,4,1.0
5842,3c2.A,CY232404,4,1.0
5843,3c2.A,MH082932,4,1.0
5844,3c2.A,MH602177,4,1.0
5845,3c2.A,MH294928,3,1.0
5846,3c2.A,MH294770,3,1.0
5847,3c2.A,MH294723,3,1.0
5848,3c2.A,CY243519,3,1.0
5849,3c2.A,MG021161,3,1.0
5850,3c2.A,CY266479,3,1.0
5851,3c2.A,MH358694,3,1.0
5852,3c2.A,MH358654,3,1.0
5853,3c2.A,CY266687,6,0.6666666666666666
5854,3c2.A,CY266727,6,0.6666666666666666
5855,3c2.A,CY266495,6,0.6666666666666666
5856,3c2.A,CY266399,5,0.6
5857,3c2.A,MH307015,6,0.6666666666666666
5858,3c2.A,MH126641,6,0.6666666666666666
5859,3c2.A,MH600977,6,0.6666666666666666
5860,3c2.A,MH601418,6,0.6666666666666666
5861,3c2.A,CY264441,6,0.6666666666666666
5862,3c2.A,MH443699,6,0.6666666666666666
5863,3c2.A,CY261495,6,0.6666666666666666
5864,3c2.A,MH294825,6,0.6666666666666666
5865,3c2.A,CY234842,6,0.6666666666666666
5866,3c2.A,MH294885,6,0.6666666666666666
5867,3c2.A,MH080267,6,0.6666666666666666
5868,3c2.A,CY242366,6,0.6666666666666666
5869,3c2.A,CY245270,6,0.6666666666666666
5870,3c2.A,MH294924,6,0.6666666666666666
5871,3c2.A,MG974562,6,0.6666666666666666
5872,3c2.A,MH294929,6,0.6666666666666666
5873,3c2.A,CY258220,6,0.6666666666666666
5874,3c2.A,CY258228,6,0.6666666666666666
5875,3c2.A,MH294860,6,0.6666666666666666
5876,3c2.A,CY256109,5,0.6
5877,3c2.A,CY255861,5,0.6
5878,3c2.A,CY264243,5,0.6
5879,3c2.A,MH306847,5,0.6
5880,3c2.A,MH701388,5,0.6
5881,3c2.A,MH701100,5,0.6
5882,3c2.A,MH082908,5,0.6
5883,3c2.A,MH701380,5,0.6
5884,3c2.A,CY265013,5,0.6
5885,3c2.A,MH131566,5,0.6
5886,3c2.A,CY264862,5,0.6
5887,3c2.A,MH246471,5,0.6
5888,3c2.A,MH126411,5,0.6
5889,3c2.A,CY264345,5,0.6
5890,3c2.A,CY264521,5,0.6
5891,3c2.A,MH306871,5,0.6
5892,3c2.A,CY261679,5,0.6
5893,3c2.A,CY266607,5,0.6
5894,3c2.A,MH601841,5,0.6
5895,3c2.A,MH079907,5,0.6
5896,3c2.A,MH126505,5,0.6
5897,3c2.A,CY235984,5,0.6
5898,3c2.A,CY235920,5,0.6
5899,3c2.A,CY257941,5,0.6
5900,3c2.A,CY260295,5,0.6
5901,3c2.A,CY247102,5,0.6
5902,3c2.A,MG279254,5,0.6
5903,3c2.A,MH586092,5,0.6
5904,3c2.A,CY265029,4,0.75
5905,3c2.A,MH701244,4,0.75
5906,3c2.A,CY256173,3,1.0
5907,3c2.A,CY223894,3,1.0
5908,3c2.A,CY259255,3,1.0
5909,3c2.A,CY222045,3,1.0
5910,3c2.A,CY264973,3,1.0
5911,3c2.A,CY221758,3,1.0
5912,3c2.A,CY214114,3,1.0
5913,3c2.A,MH294869,8,0.875
5914,3c2.A,MH294926,8,0.875
5915,3c2.A,MH294867,8,0.875
5916,3c2.A,MH294891,8,0.875
5917,3c2.A,CY264910,8,0.875
5918,3c2.A,MH081859,8,0.875
5919,3c2.A,MH307224,8,0.875
5920,3c2.A,MH601826,8,0.875
5921,3c2.A,MH669563,8,0.875
5922,3c2.A,MH126385,8,0.875
5923,3c2.A,MH586292,8,0.875
5924,3c2.A,MG830968,8,0.875
5925,3c2.A,MH294925,8,0.875
5926,3c2.A,MH294814,8,0.875
5927,3c2.A,MH126681,8,0.875
5928,3c2.A,MH601210,8,0.875
5929,3c2.A,MH586348,8,0.875
5930,3c2.A,MH083040,8,0.875
5931,3c2.A,MH358479,8,0.875
5932,3c2.A,MH600697,8,0.875
5933,3c2.A,MH602146,8,0.875
5934,3c2.A,MH126316,8,0.875
5935,3c2.A,MH701364,8,0.875
5936,3c2.A,MH294766,8,0.875
5937,3c2.A,MH294829,8,0.875
5938,3c2.A,MH126569,8,0.875
5939,3c2.A,MH307303,8,0.875
5940,3c2.A,MH233551,8,0.875
5941,3c2.A,MH126657,8,0.875
5942,3c2.A,MH131614,8,0.875
5943,3c2.A,MH358598,8,0.875
5944,3c2.A,MH586164,8,0.875
5945,3c2.A,MH358902,8,0.875
5946,3c2.A,MH540901,8,0.875
5947,3c2.A,MH083148,8,0.875
5948,3c2.A,CY265213,8,0.875
5949,3c2.A,CY260010,8,0.875
5950,3c2.A,MH082436,8,0.875
5951,3c2.A,MH126785,8,0.875
5952,3c2.A,CY261447,8,0.875
5953,3c2.A,MH701044,8,0.875
5954,3c2.A,MH701028,8,0.875
5955,3c2.A,MH701020,8,0.875
5956,3c2.A,CY265125,8,0.875
5957,3c2.A,MH082660,8,0.875
5958,3c2.A,MH233399,8,0.875
5959,3c2.A,MH306823,8,0.875
5960,3c2.A,MH600570,8,0.875
5961,3c2.A,MH233519,8,0.875
5962,3c2.A,CY264163,8,0.875
5963,3c2.A,MH601073,8,0.875
5964,3c2.A,MH080027,8,0.875
5965,3c2.A,CY264806,8,0.875
5966,3c2.A,MH601017,8,0.875
5967,3c2.A,MH358790,8,0.875
5968,3c2.A,MH127337,8,0.875
5969,3c2.A,MH233559,8,0.875
5970,3c2.A,MH540869,8,0.875
5971,3c2.A,MH701556,8,0.875
5972,3c2.A,MH701468,8,0.875
5973,3c2.A,MH701356,8,0.875
5974,3c2.A,MH080251,8,0.875
5975,3c2.A,MH586236,8,0.875
5976,3c2.A,MH601539,8,0.875
5977,3c2.A,MH358526,8,0.875
5978,3c2.A,MH358646,8,0.875
5979,3c2.A,MH540925,8,0.875
5980,3c2.A,MH082028,8,0.875
5981,3c2.A,MH082011,8,0.875
5982,3c2.A,MH082020,8,0.875
5983,3c2.A,MG974586,8,0.875
5984,3c2.A,MH127364,8,0.875
5985,3c2.A,MH126953,8,0.875
5986,3c2.A,MH358914,8,0.875
5987,3c2.A,MG831066,8,0.875
5988,3c2.A,MH246391,8,0.875
5989,3c2.A,MH585830,8,0.875
5990,3c2.A,MH443580,8,0.875
5991,3c2.A,MH585900,8,0.875
5992,3c2.A,CY264989,8,0.875
5993,3c2.A,MH601938,8,0.875
5994,3c2.A,MH601113,8,0.875
5995,3c2.A,MH127189,8,0.875
5996,3c2.A,MH083011,8,0.875
5997,3c2.A,MH246887,8,0.875
5998,3c2.A,MH233567,8,0.875
5999,3c2.A,MH127313,8,0.875
6000,3c2.A,MH126529,8,0.875
6001,3c2.A,MH126545,8,0.875
6002,3c2.A,MH600721,8,0.875
6003,3c2.A,MH126729,8,0.875
6004,3c2.A,MH600953,8,0.875
6005,3c2.A,MH600945,8,0.875
6006,3c2.A,MH307151,8,0.875
6007,3c2.A,MH586468,8,0.875
6008,3c2.A,MH600554,8,0.875
6009,3c2.A,MH602185,8,0.875
6010,3c2.A,MH306999,8,0.875
6011,3c2.A,MH443684,8,0.875
6012,3c2.A,MG974410,8,0.875
6013,3c2.A,MH601233,8,0.875
6014,3c2.A,CY264267,8,0.875
6015,3c2.A,MH358774,8,0.875
6016,3c2.A,MH246423,8,0.875
6017,3c2.A,MH127081,8,0.875
6018,3c2.A,MH246247,8,0.875
6019,3c2.A,MH126648,8,0.875
6020,3c2.A,MH358742,8,0.875
6021,3c2.A,MH233487,8,0.875
6022,3c2.A,MH600601,8,0.875
6023,3c2.A,MG914315,8,0.875
6024,3c2.A,MH294708,8,0.875
6025,3c2.A,MH294835,8,0.875
6026,3c2.A,MH701084,8,0.875
6027,3c2.A,MH294749,8,0.875
6028,3c2.A,MH700956,8,0.875
6029,3c2.A,MH701332,8,0.875
6030,3c2.A,MH294817,8,0.875
6031,3c2.A,MH701540,8,0.875
6032,3c2.A,MH701076,8,0.875
6033,3c2.A,MH601033,8,0.875
6034,3c2.A,CY260034,8,0.875
6035,3c2.A,MH126801,8,0.875
6036,3c2.A,MH127385,8,0.875
6037,3c2.A,MH082840,8,0.875
6038,3c2.A,MH126704,8,0.875
6039,3c2.A,MH082075,8,0.875
6040,3c2.A,MH126761,8,0.875
6041,3c2.A,MH602117,8,0.875
6042,3c2.A,CY265069,8,0.875
6043,3c2.A,MH233527,8,0.875
6044,3c2.A,MH601738,8,0.875
6045,3c2.A,MH586044,8,0.875
6046,3c2.A,MH126555,8,0.875
6047,3c2.A,MH701276,8,0.875
6048,3c2.A,MH246927,8,0.875
6049,3c2.A,MH600609,8,0.875
6050,3c2.A,MH585908,8,0.875
6051,3c2.A,MH307311,8,0.875
6052,3c2.A,MH246415,8,0.875
6053,3c2.A,MH246375,8,0.875
6054,3c2.A,MH701036,8,0.875
6055,3c2.A,CY265077,8,0.875
6056,3c2.A,MH082388,8,0.875
6057,3c2.A,CY264497,8,0.875
6058,3c2.A,MH443644,8,0.875
6059,3c2.A,MH586300,8,0.875
6060,3c2.A,MH126721,8,0.875
6061,3c2.A,MH586156,8,0.875
6062,3c2.A,MH602108,8,0.875
6063,3c2.A,MH131486,8,0.875
6064,3c2.A,MH601041,8,0.875
6065,3c2.A,MH126857,8,0.875
6066,3c2.A,CY264315,8,0.875
6067,3c2.A,MH600769,8,0.875
6068,3c2.A,MH601649,8,0.875
6069,3c2.A,MH131438,8,0.875
6070,3c2.A,MH601625,8,0.875
6071,3c2.A,CY261543,8,0.875
6072,3c2.A,MH126377,8,0.875
6073,3c2.A,MH246751,8,0.875
6074,3c2.A,MH358755,8,0.875
6075,3c2.A,MH586068,8,0.875
6076,3c2.A,MH443652,8,0.875
6077,3c2.A,MH306863,8,0.875
6078,3c2.A,MH079979,8,0.875
6079,3c2.A,MG830905,8,0.875
6080,3c2.A,MG830921,8,0.875
6081,3c2.A,MG830914,8,0.875
6082,3c2.A,MG830898,8,0.875
6083,3c2.A,MH126888,8,0.875
6084,3c2.A,MH082628,8,0.875
6085,3c2.A,MH358465,8,0.875
6086,3c2.A,MH585892,8,0.875
6087,3c2.A,MH081924,8,0.875
6088,3c2.A,MH246591,8,0.875
6089,3c2.A,MH131358,8,0.875
6090,3c2.A,MH233366,8,0.875
6091,3c2.A,MH358558,8,0.875
6092,3c2.A,MH602106,8,0.875
6093,3c2.A,MH358734,8,0.875
6094,3c2.A,MH082404,8,0.875
6095,3c2.A,MH246839,8,0.875
6096,3c2.A,MH081940,8,0.875
6097,3c2.A,MH079963,8,0.875
6098,3c2.A,MH600668,8,0.875
6099,3c2.A,MH600817,8,0.875
6100,3c2.A,MH080107,8,0.875
6101,3c2.A,MH701412,8,0.875
6102,3c2.A,MH233546,8,0.875
6103,3c2.A,MH080139,8,0.875
6104,3c2.A,MH540797,8,0.875
6105,3c2.A,MH540933,8,0.875
6106,3c2.A,MH127049,8,0.875
6107,3c2.A,MH233479,8,0.875
6108,3c2.A,MH601182,8,0.875
6109,3c2.A,MH540913,8,0.875
6110,3c2.A,MH358614,8,0.875
6111,3c2.A,MH233495,8,0.875
6112,3c2.A,CY264997,8,0.875
6113,3c2.A,MH082668,8,0.875
6114,3c2.A,MH601977,8,0.875
6115,3c2.A,MH601483,8,0.875
6116,3c2.A,MH126307,8,0.875
6117,3c2.A,MH669489,8,0.875
6118,3c2.A,MH358638,8,0.875
6119,3c2.A,MG974810,8,0.875
6120,3c2.A,MH246519,8,0.875
6121,3c2.A,MH081883,8,0.875
6122,3c2.A,MH307319,8,0.875
6123,3c2.A,MH540845,8,0.875
6124,3c2.A,MH131550,8,0.875
6125,3c2.A,MH082117,8,0.875
6126,3c2.A,MH586524,8,0.875
6127,3c2.A,MH294837,8,0.875
6128,3c2.A,CY264553,8,0.875
6129,3c2.A,MH127089,8,0.875
6130,3c2.A,CY256205,8,0.875
6131,3c2.A,CY264307,8,0.875
6132,3c2.A,MH602002,8,0.875
6133,3c2.A,CY261607,8,0.875
6134,3c2.A,MH233471,8,0.875
6135,3c2.A,MH600705,8,0.875
6136,3c2.A,MH586148,8,0.875
6137,3c2.A,MH586028,8,0.875
6138,3c2.A,CY264957,8,0.875
6139,3c2.A,MH083052,8,0.875
6140,3c2.A,MH080187,8,0.875
6141,3c2.A,MH307242,8,0.875
6142,3c2.A,MH080171,8,0.875
6143,3c2.A,MH080243,8,0.875
6144,3c2.A,CY264758,8,0.875
6145,3c2.A,CY245246,8,0.875
6146,3c2.A,CY265109,8,0.875
6147,3c2.A,MG831147,8,0.875
6148,3c2.A,MH585956,8,0.875
6149,3c2.A,MH294757,8,0.875
6150,3c2.A,MH294767,8,0.875
6151,3c2.A,MH701260,8,0.875
6152,3c2.A,MH701092,8,0.875
6153,3c2.A,MH701340,8,0.875
6154,3c2.A,MH083132,8,0.875
6155,3c2.A,MH294930,8,0.875
6156,3c2.A,MG974898,8,0.875
6157,3c2.A,CY264291,8,0.875
6158,3c2.A,MH246687,8,0.875
6159,3c2.A,MH246703,8,0.875
6160,3c2.A,MH358766,8,0.875
6161,3c2.A,MH585924,8,0.875
6162,3c2.A,MH083116,8,0.875
6163,3c2.A,MH586180,8,0.875
6164,3c2.A,MH540938,8,0.875
6165,3c2.A,CY265021,8,0.875
6166,3c2.A,CY264100,8,0.875
6167,3c2.A,MH601666,8,0.875
6168,3c2.A,MH131510,8,0.875
6169,3c2.A,MH080179,8,0.875
6170,3c2.A,CY264107,8,0.875
6171,3c2.A,MH233407,8,0.875
6172,3c2.A,MH586020,8,0.875
6173,3c2.A,MH600673,8,0.875
6174,3c2.A,MH082372,8,0.875
6175,3c2.A,MH131670,8,0.875
6176,3c2.A,MH082395,8,0.875
6177,3c2.A,MH082293,8,0.875
6178,3c2.A,MH127249,8,0.875
6179,3c2.A,MH306675,8,0.875
6180,3c2.A,CY264449,7,1.0
6181,3c2.A,MH586500,7,1.0
6182,3c2.A,MG974802,7,1.0
6183,3c2.A,CY261335,7,1.0
6184,3c2.A,MH082227,7,1.0
6185,3c2.A,MH601458,7,1.0
6186,3c2.A,MH082509,7,1.0
6187,3c2.A,MH294868,7,1.0
6188,3c2.A,MH246679,7,1.0
6189,3c2.A,MH669667,7,1.0
6190,3c2.A,MG831050,7,1.0
6191,3c2.A,CY264577,7,1.0
6192,3c2.A,MH358710,7,1.0
6193,3c2.A,MH600617,7,1.0
6194,3c2.A,MH126356,7,1.0
6195,3c2.A,MH233391,7,1.0
6196,3c2.A,MH127345,7,1.0
6197,3c2.A,MH127412,7,1.0
6198,3c2.A,MH601796,7,1.0
6199,3c2.A,MG974317,7,1.0
6200,3c2.A,CY258308,7,1.0
6201,3c2.A,MH586532,7,1.0
6202,3c2.A,MH294901,7,1.0
6203,3c2.A,MH081969,7,1.0
6204,3c2.A,MH082421,7,1.0
6205,3c2.A,CY250515,7,1.0
6206,3c2.A,CY261113,7,1.0
6207,3c2.A,MH306895,7,1.0
6208,3c2.A,CY250075,7,1.0
6209,3c2.A,CY264926,7,1.0
6210,3c2.A,CY243655,7,1.0
6211,3c2.A,CY261081,7,1.0
6212,3c2.A,MH600884,7,1.0
6213,3c2.A,CY265061,7,1.0
6214,3c2.A,MH307146,7,1.0
6215,3c2.A,MH294758,7,1.0
6216,3c2.A,MH294736,7,1.0
6217,3c2.A,CY261328,7,1.0
6218,3c2.A,MH601728,7,1.0
6219,3c2.A,CY264283,7,1.0
6220,3c2.A,CY245358,7,1.0
6221,3c2.A,MH294714,7,1.0
6222,3c2.A,MH294742,7,1.0
6223,3c2.A,MH082332,7,1.0
6224,3c2.A,MH358726,7,1.0
6225,3c2.A,CY255805,7,1.0
6226,3c2.A,MG974634,7,1.0
6227,3c2.A,MH131598,7,1.0
6228,3c2.A,CY245414,7,1.0
6229,3c2.A,MH131582,7,1.0
6230,3c2.A,MH126862,7,1.0
6231,3c2.A,MG974514,7,1.0
6232,3c2.A,MH586308,7,1.0
6233,3c2.A,CY250499,7,1.0
6234,3c2.A,CY261503,7,1.0
6235,3c2.A,MH586252,7,1.0
6236,3c2.A,MG831090,7,1.0
6237,3c2.A,MH294857,7,1.0
6238,3c2.A,MG974706,7,1.0
6239,3c2.A,MH601426,7,1.0
6240,3c2.A,MH358686,7,1.0
6241,3c2.A,MH294836,7,1.0
6242,3c2.A,MH127393,7,1.0
6243,3c2.A,CY264529,7,1.0
6244,3c2.A,CY258212,7,1.0
6245,3c2.A,CY258204,7,1.0
6246,3c2.A,MH294873,7,1.0
6247,3c2.A,MH294941,7,1.0
6248,3c2.A,MH307335,7,1.0
6249,3c2.A,MH246810,7,1.0
6250,3c2.A,MH246823,7,1.0
6251,3c2.A,MG974554,7,1.0
6252,3c2.A,MH081932,7,1.0
6253,3c2.A,MH082140,7,1.0
6254,3c2.A,MH586268,7,1.0
6255,3c2.A,MH601306,7,1.0
6256,3c2.A,MH080123,7,1.0
6257,3c2.A,CY260371,7,1.0
6258,3c2.A,CY247062,7,1.0
6259,3c2.A,CY249891,7,1.0
6260,3c2.A,MH246743,7,1.0
6261,3c2.A,MH602051,7,1.0
6262,3c2.A,CY264846,7,1.0
6263,3c2.A,CY258037,7,1.0
6264,3c2.A,MG974386,7,1.0
6265,3c2.A,MH082756,7,1.0
6266,3c2.A,MH306957,7,1.0
6267,3c2.A,MH246863,7,1.0
6268,3c2.A,CY257981,7,1.0
6269,3c2.A,CY260519,7,1.0
6270,3c2.A,MH600534,7,1.0
6271,3c2.A,MH669603,7,1.0
6272,3c2.A,CY255933,7,1.0
6273,3c2.A,MH294934,7,1.0
6274,3c2.A,MH294935,7,1.0
6275,3c2.A,MH079983,7,1.0
6276,3c2.A,MH701508,7,1.0
6277,3c2.A,MH294951,7,1.0
6278,3c2.A,MH294866,7,1.0
6279,3c2.A,MH585852,7,1.0
6280,3c2.A,MG914411,7,1.0
6281,3c2.A,MG974850,7,1.0
6282,3c2.A,MH082924,7,1.0
6283,3c2.A,MH294878,7,1.0
6284,3c2.A,CY264457,7,1.0
6285,3c2.A,MH080147,7,1.0
6286,3c2.A,MH127217,7,1.0
6287,3c2.A,MH080163,7,1.0
6288,3c2.A,CY260793,7,1.0
6289,3c2.A,MH127257,7,1.0
6290,3c2.A,MH246831,7,1.0
6291,3c2.A,MH358750,7,1.0
6292,3c2.A,CY265141,7,1.0
6293,3c2.A,MH307111,7,1.0
6294,3c2.A,CY249883,7,1.0
6295,3c2.A,CY264902,7,1.0
6296,3c2.A,MH127329,7,1.0
6297,3c2.A,MH233439,7,1.0
6298,3c2.A,MH082604,7,1.0
6299,3c2.A,MH083060,7,1.0
6300,3c2.A,MH294938,7,1.0
6301,3c2.A,CY246990,7,1.0
6302,3c2.A,MH601520,7,1.0
6303,3c2.A,MH126753,7,1.0
6304,3c2.A,MH294834,7,1.0
6305,3c2.A,CY266018,7,1.0
6306,3c2.A,MH601858,7,1.0
6307,3c2.A,MH233511,7,1.0
6308,3c2.A,CY258060,7,1.0
6309,3c2.A,MH082992,7,1.0
6310,3c2.A,MH246495,7,1.0
6311,3c2.A,CY261320,7,1.0
6312,3c2.A,CY264171,7,1.0
6313,3c2.A,CY250531,7,1.0
6314,3c2.A,CY250523,7,1.0
6315,3c2.A,MH669691,7,1.0
6316,3c2.A,MH081980,7,1.0
6317,3c2.A,CY245158,7,1.0
6318,3c2.A,MH083036,7,1.0
6319,3c2.A,MH082083,7,1.0
6320,3c2.A,MH586516,7,1.0
6321,3c2.A,MH127097,7,1.0
6322,3c2.A,MH131526,7,1.0
6323,3c2.A,MH602137,7,1.0
6324,3c2.A,CY244737,7,1.0
6325,3c2.A,CY247189,7,1.0
6326,3c2.A,MH081947,7,1.0
6327,3c2.A,CY260817,7,1.0
6328,3c2.A,CY264766,7,1.0
6329,3c2.A,MH126849,7,1.0
6330,3c2.A,MH131630,7,1.0
6331,3c2.A,MH294718,7,1.0
6332,3c2.A,CY261383,7,1.0
6333,3c2.A,CY256365,7,1.0
6334,3c2.A,MH126362,7,1.0
6335,3c2.A,MH600753,7,1.0
6336,3c2.A,MH081993,7,1.0
6337,3c2.A,CY266122,7,1.0
6338,3c2.A,CY261511,7,1.0
6339,3c2.A,CY261479,7,1.0
6340,3c2.A,CY260551,7,1.0
6341,3c2.A,CY264513,7,1.0
6342,3c2.A,CY256253,7,1.0
6343,3c2.A,MH294812,7,1.0
6344,3c2.A,MH294813,7,1.0
6345,3c2.A,MH601602,7,1.0
6346,3c2.A,MH294846,7,1.0
6347,3c2.A,CY261399,7,1.0
6348,3c2.A,MH601833,7,1.0
6349,3c2.A,MH586100,7,1.0
6350,3c2.A,MH294931,7,1.0
6351,3c2.A,CY255909,7,1.0
6352,3c2.A,CY247086,7,1.0
6353,3c2.A,CY245150,7,1.0
6354,3c2.A,CY264838,7,1.0
6355,3c2.A,CY256069,7,1.0
