,tip_name,ratio,size
2719,CY244179,0.75,4
2720,CY216145,0.75,4
2721,CY210703,0.75,4
2722,CY226559,0.75,4
2723,KY583627,1.0,3
2724,KX917764,1.0,3
2725,KX415024,1.0,3
2726,CY225342,1.0,3
2727,CY235816,1.0,3
2728,CY212754,1.0,3
2729,CY216273,1.0,3
2730,MF182465,1.0,3
2731,CY244115,1.0,3
2732,CY209208,1.0,3
2733,KY003564,1.0,3
2734,KY289165,1.0,3
2735,CY214386,1.0,3
2736,CY244257,1.0,3
2737,CY213010,1.0,3
2738,CY213098,1.0,3
2739,CY234945,1.0,3
2740,KY116230,1.0,3
2741,KY003406,1.0,3
2742,CY212057,1.0,3
2743,CY209200,1.0,3
2744,CY212834,1.0,3
2745,KY289544,1.0,3
2746,CY255081,1.0,2
2747,CY215977,1.0,2
2748,CY255121,1.0,2
2749,KY289437,1.0,2
2750,CY230101,1.0,2
2751,KY116558,1.0,2
2752,CY255185,1.0,2
2753,CY255193,1.0,2
2754,CY254497,1.0,2
2755,CY210751,1.0,2
2756,CY254945,1.0,2
2757,CY215082,1.0,2
2758,CY230690,1.0,2
2759,CY230682,1.0,2
2760,CY214034,1.0,2
2761,CY215090,1.0,2
2762,KY116262,1.0,2
2763,CY234882,1.0,2
2764,KY435816,1.0,2
2765,CY254673,1.0,2
2766,CY234989,1.0,2
2767,CY215889,1.0,2
2768,CY255137,1.0,2
2769,KU591464,0.6666666666666666,3
2770,CY254697,0.6666666666666666,3
2771,CY234958,0.6666666666666666,3
2772,CY255361,0.6666666666666666,3
2773,CY255529,0.6666666666666666,3
2774,CY255097,0.6666666666666666,3
2775,CY212922,0.6666666666666666,3
2776,CY254465,0.6666666666666666,3
2777,CY259231,0.6666666666666666,3
2778,CY254857,0.6666666666666666,3
2779,CY215066,0.6666666666666666,3
2780,CY254689,0.6666666666666666,3
2781,CY255521,0.6666666666666666,3
2782,CY212570,0.6666666666666666,3
2783,KX916868,0.6666666666666666,3
2784,KY003555,1.0,2
2785,CY254801,1.0,2
2786,CY214898,1.0,1
2787,CY255537,1.0,1
2788,CY211610,0.75,4
2789,KY116286,0.75,4
2790,CY255281,0.75,4
2791,CY254905,0.75,4
2792,CY255425,0.75,4
2793,CY254793,0.75,4
2794,CY254833,0.75,4
2795,CY255481,0.75,4
2796,CY255249,0.75,4
2797,CY209384,0.75,4
2798,MF673252,0.75,4
2799,CY220191,0.75,4
2800,CY220199,0.75,4
2801,CY223197,0.75,4
2802,CY244179,0.75,4
2803,CY216145,0.75,4
2804,CY210703,0.75,4
2805,CY226559,0.75,4
2806,KY583627,1.0,3
2807,KX917764,1.0,3
2808,KX415024,1.0,3
2809,CY225342,1.0,3
2810,CY235816,1.0,3
2811,CY212754,1.0,3
2812,CY216273,1.0,3
2813,MF182465,1.0,3
2814,CY244115,1.0,3
2815,CY209208,1.0,3
2816,KY003564,1.0,3
2817,KY289165,1.0,3
2818,CY214386,1.0,3
2819,CY244257,1.0,3
2820,CY213010,1.0,3
2821,CY213098,1.0,3
2822,CY234945,1.0,3
2823,KY116230,1.0,3
2824,KY003406,1.0,3
2825,CY212057,1.0,3
2826,CY209200,1.0,3
2827,CY212834,1.0,3
2828,KY289544,1.0,3
2829,CY255081,1.0,2
2830,CY215977,1.0,2
2831,CY255121,1.0,2
2832,KY289437,1.0,2
2833,CY230101,1.0,2
2834,KY116558,1.0,2
2835,CY255185,1.0,2
2836,CY255193,1.0,2
2837,CY254497,1.0,2
2838,CY210751,1.0,2
2839,CY254945,1.0,2
2840,CY215082,1.0,2
2841,CY230690,1.0,2
2842,CY230682,1.0,2
2843,CY214034,1.0,2
2844,CY215090,1.0,2
2845,KY116262,1.0,2
2846,CY234882,1.0,2
2847,KY435816,1.0,2
2848,CY254673,1.0,2
2849,CY234989,1.0,2
2850,CY215889,1.0,2
2851,CY255137,1.0,2
2852,KU591464,0.6666666666666666,3
2853,CY254697,0.6666666666666666,3
2854,CY234958,0.6666666666666666,3
2855,CY255361,0.6666666666666666,3
2856,CY255529,0.6666666666666666,3
2857,CY255097,0.6666666666666666,3
2858,CY212922,0.6666666666666666,3
2859,CY254465,0.6666666666666666,3
2860,CY259231,0.6666666666666666,3
2861,CY254857,0.6666666666666666,3
2862,CY215066,0.6666666666666666,3
2863,CY254689,0.6666666666666666,3
2864,CY255521,0.6666666666666666,3
2865,CY212570,0.6666666666666666,3
2866,KX916868,0.6666666666666666,3
2867,KY003555,1.0,2
2868,CY254801,1.0,2
2869,CY211610,0.75,4
2870,KY116286,0.75,4
2871,CY255281,0.75,4
2872,CY254905,0.75,4
2873,CY255425,0.75,4
2874,CY254793,0.75,4
2875,CY254833,0.75,4
2876,CY255481,0.75,4
2877,CY255249,0.75,4
2878,CY209384,0.75,4
2879,MF673252,0.75,4
2880,CY220191,0.75,4
2881,CY220199,0.75,4
2882,CY223197,0.75,4
2883,CY244179,0.75,4
2884,CY216145,0.75,4
2885,CY210703,0.75,4
2886,CY226559,0.75,4
2887,KY583627,1.0,3
2888,KX917764,1.0,3
2889,KX415024,1.0,3
2890,CY225342,1.0,3
2891,CY235816,1.0,3
2892,CY211610,0.75,4
2893,KY116286,0.75,4
2894,CY255281,0.75,4
2895,CY254905,0.75,4
2896,CY255425,0.75,4
2897,CY254793,0.75,4
2898,CY254833,0.75,4
2899,CY255481,0.75,4
2900,CY255249,0.75,4
2901,CY209384,0.75,4
2902,MF673252,0.75,4
2903,CY220191,0.75,4
2904,CY220199,0.75,4
2905,CY223197,0.75,4
2906,CY244179,0.75,4
2907,CY216145,0.75,4
2908,CY210703,0.75,4
2909,CY226559,0.75,4
2910,CY212754,1.0,3
2911,CY216273,1.0,3
2912,MF182465,1.0,3
2913,CY244115,1.0,3
2914,CY209208,1.0,3
2915,KY003564,1.0,3
2916,KY289165,1.0,3
2917,CY214386,1.0,3
2918,CY244257,1.0,3
2919,CY213010,1.0,3
2920,CY213098,1.0,3
2921,CY234945,1.0,3
2922,KY116230,1.0,3
2923,KY003406,1.0,3
2924,CY212057,1.0,3
2925,CY209200,1.0,3
2926,CY212834,1.0,3
2927,KY289544,1.0,3
2928,KU591464,0.6666666666666666,3
2929,CY254697,0.6666666666666666,3
2930,CY234958,0.6666666666666666,3
2931,CY255361,0.6666666666666666,3
2932,CY255529,0.6666666666666666,3
2933,CY255097,0.6666666666666666,3
2934,CY212922,0.6666666666666666,3
2935,CY254465,0.6666666666666666,3
2936,CY259231,0.6666666666666666,3
2937,CY254857,0.6666666666666666,3
2938,CY215066,0.6666666666666666,3
2939,CY254689,0.6666666666666666,3
2940,CY255521,0.6666666666666666,3
2941,CY212570,0.6666666666666666,3
2942,KX916868,0.6666666666666666,3
2943,KU590983,1.0,1
2944,KU591598,1.0,1
2945,KU590358,1.0,1
2946,KX003413,1.0,1
2947,KU590365,1.0,1
2948,KX413609,1.0,1
2949,KX412814,1.0,1
2950,KY044055,1.0,1
2951,CY253818,1.0,1
2952,MH294869,0.875,8
2953,MH294926,0.875,8
2954,MH294867,0.875,8
2955,MH294891,0.875,8
2956,CY264910,0.875,8
2957,MH081859,0.875,8
2958,MH307224,0.875,8
2959,MH601826,0.875,8
2960,MH669563,0.875,8
2961,MH126385,0.875,8
2962,MH586292,0.875,8
2963,MG830968,0.875,8
2964,MH294925,0.875,8
2965,MH294814,0.875,8
2966,MH126681,0.875,8
2967,MH601210,0.875,8
2968,MH586348,0.875,8
2969,MH083040,0.875,8
2970,MH358479,0.875,8
2971,MH600697,0.875,8
2972,MH602146,0.875,8
2973,MH126316,0.875,8
2974,MH701364,0.875,8
2975,MH294766,0.875,8
2976,MH294829,0.875,8
2977,MH126569,0.875,8
2978,MH307303,0.875,8
2979,MH233551,0.875,8
2980,MH126657,0.875,8
2981,MH131614,0.875,8
2982,MH358598,0.875,8
2983,MH586164,0.875,8
2984,MH358902,0.875,8
2985,MH540901,0.875,8
2986,MH083148,0.875,8
2987,CY265213,0.875,8
2988,CY260010,0.875,8
2989,MH082436,0.875,8
2990,MH126785,0.875,8
2991,CY261447,0.875,8
2992,MH701044,0.875,8
2993,MH701028,0.875,8
2994,MH701020,0.875,8
2995,CY265125,0.875,8
2996,MH082660,0.875,8
2997,MH233399,0.875,8
2998,MH306823,0.875,8
2999,MH600570,0.875,8
3000,MH233519,0.875,8
3001,CY264163,0.875,8
3002,MH601073,0.875,8
3003,MH080027,0.875,8
3004,CY264806,0.875,8
3005,MH601017,0.875,8
3006,MH358790,0.875,8
3007,MH127337,0.875,8
3008,MH233559,0.875,8
3009,MH540869,0.875,8
3010,MH701556,0.875,8
3011,MH701468,0.875,8
3012,MH701356,0.875,8
3013,MH080251,0.875,8
3014,MH586236,0.875,8
3015,MH601539,0.875,8
3016,MH358526,0.875,8
3017,MH358646,0.875,8
3018,MH540925,0.875,8
3019,MH082028,0.875,8
3020,MH082011,0.875,8
3021,MH082020,0.875,8
3022,MG974586,0.875,8
3023,MH127364,0.875,8
3024,MH126953,0.875,8
3025,MH358914,0.875,8
3026,MG831066,0.875,8
3027,MH246391,0.875,8
3028,MH585830,0.875,8
3029,MH443580,0.875,8
3030,MH585900,0.875,8
3031,CY264989,0.875,8
3032,MH601938,0.875,8
3033,MH601113,0.875,8
3034,MH127189,0.875,8
3035,MH083011,0.875,8
3036,MH246887,0.875,8
3037,MH233567,0.875,8
3038,MH127313,0.875,8
3039,MH126529,0.875,8
3040,MH126545,0.875,8
3041,MH600721,0.875,8
3042,MH126729,0.875,8
3043,MH600953,0.875,8
3044,MH600945,0.875,8
3045,MH307151,0.875,8
3046,MH586468,0.875,8
3047,MH600554,0.875,8
3048,MH602185,0.875,8
3049,MH306999,0.875,8
3050,MH443684,0.875,8
3051,MG974410,0.875,8
3052,MH601233,0.875,8
3053,CY264267,0.875,8
3054,MH358774,0.875,8
3055,MH246423,0.875,8
3056,MH127081,0.875,8
3057,MH246247,0.875,8
3058,MH126648,0.875,8
3059,MH358742,0.875,8
3060,MH233487,0.875,8
3061,MH600601,0.875,8
3062,MG914315,0.875,8
3063,MH294708,0.875,8
3064,MH294835,0.875,8
3065,MH701084,0.875,8
3066,MH294749,0.875,8
3067,MH700956,0.875,8
3068,MH701332,0.875,8
3069,MH294817,0.875,8
3070,MH701540,0.875,8
3071,MH701076,0.875,8
3072,MH601033,0.875,8
3073,CY260034,0.875,8
3074,MH126801,0.875,8
3075,MH127385,0.875,8
3076,MH082840,0.875,8
3077,MH126704,0.875,8
3078,MH082075,0.875,8
3079,MH126761,0.875,8
3080,MH602117,0.875,8
3081,CY265069,0.875,8
3082,MH233527,0.875,8
3083,MH601738,0.875,8
3084,MH586044,0.875,8
3085,MH126555,0.875,8
3086,MH701276,0.875,8
3087,MH246927,0.875,8
3088,MH600609,0.875,8
3089,MH585908,0.875,8
3090,MH307311,0.875,8
3091,MH246415,0.875,8
3092,MH246375,0.875,8
3093,MH701036,0.875,8
3094,CY265077,0.875,8
3095,MH082388,0.875,8
3096,CY264497,0.875,8
3097,MH443644,0.875,8
3098,MH586300,0.875,8
3099,MH126721,0.875,8
3100,MH586156,0.875,8
3101,MH602108,0.875,8
3102,MH131486,0.875,8
3103,MH669747,0.875,8
3104,MH601041,0.875,8
3105,MH126857,0.875,8
3106,CY264315,0.875,8
3107,MH600769,0.875,8
3108,MH601649,0.875,8
3109,MH131438,0.875,8
3110,MH601625,0.875,8
3111,CY261543,0.875,8
3112,MH126377,0.875,8
3113,MH246751,0.875,8
3114,MH358755,0.875,8
3115,MH586068,0.875,8
3116,MH443652,0.875,8
3117,MH306863,0.875,8
3118,MH079979,0.875,8
3119,MG830905,0.875,8
3120,MG830921,0.875,8
3121,MG830914,0.875,8
3122,MG830898,0.875,8
3123,MH126888,0.875,8
3124,MH669421,0.875,8
3125,MH669798,0.875,8
3126,MH294876,0.875,8
3127,MH294894,0.875,8
3128,MH586276,0.875,8
3129,MH669766,0.875,8
3130,MH082628,0.875,8
3131,MH358465,0.875,8
3132,MH585892,0.875,8
3133,MH306811,0.875,8
3134,MH082052,0.875,8
3135,MH081924,0.875,8
3136,MH246591,0.875,8
3137,MH131358,0.875,8
3138,MH233366,0.875,8
3139,MH358558,0.875,8
3140,MH602106,0.875,8
3141,MH358734,0.875,8
3142,MH082404,0.875,8
3143,MH246839,0.875,8
3144,MH081940,0.875,8
3145,MH079963,0.875,8
3146,MH600668,0.875,8
3147,MH600817,0.875,8
3148,MH080107,0.875,8
3149,MH701412,0.875,8
3150,MH233546,0.875,8
3151,MH080139,0.875,8
3152,MH540797,0.875,8
3153,MH540933,0.875,8
3154,MH127049,0.875,8
3155,MH233479,0.875,8
3156,MH601182,0.875,8
3157,MH540913,0.875,8
3158,MH358614,0.875,8
3159,MH233495,0.875,8
3160,CY264997,0.875,8
3161,MH082668,0.875,8
3162,MH601977,0.875,8
3163,MH601483,0.875,8
3164,MH126307,0.875,8
3165,MH669489,0.875,8
3166,MH358638,0.875,8
3167,MG974810,0.875,8
3168,MH246519,0.875,8
3169,MH081883,0.875,8
3170,MH307319,0.875,8
3171,MH540845,0.875,8
3172,MH131550,0.875,8
3173,MH082117,0.875,8
3174,MH586524,0.875,8
3175,MH294837,0.875,8
3176,CY264553,0.875,8
3177,MH127089,0.875,8
3178,CY256205,0.875,8
3179,CY264307,0.875,8
3180,MH602002,0.875,8
3181,CY261607,0.875,8
3182,MH233471,0.875,8
3183,MH600705,0.875,8
3184,MH586148,0.875,8
3185,MH586028,0.875,8
3186,CY264957,0.875,8
3187,MH083052,0.875,8
3188,MH080187,0.875,8
3189,MH307242,0.875,8
3190,MH080171,0.875,8
3191,MH080243,0.875,8
3192,CY264758,0.875,8
3193,CY245246,0.875,8
3194,CY265109,0.875,8
3195,MG831147,0.875,8
3196,MH585956,0.875,8
3197,MH294757,0.875,8
3198,MH294767,0.875,8
3199,MH701260,0.875,8
3200,MH701092,0.875,8
3201,MH701340,0.875,8
3202,MH083132,0.875,8
3203,MH294930,0.875,8
3204,MG974898,0.875,8
3205,CY264291,0.875,8
3206,MH246687,0.875,8
3207,MH246703,0.875,8
3208,MH358766,0.875,8
3209,MH585924,0.875,8
3210,MH083116,0.875,8
3211,MH586180,0.875,8
3212,MH540938,0.875,8
3213,CY265021,0.875,8
3214,CY264100,0.875,8
3215,MH601666,0.875,8
3216,MH131510,0.875,8
3217,MH080179,0.875,8
3218,CY264107,0.875,8
3219,MH233407,0.875,8
3220,MH586020,0.875,8
3221,MH600673,0.875,8
3222,MH082372,0.875,8
3223,MH131670,0.875,8
3224,MH082395,0.875,8
3225,MH082293,0.875,8
3226,MH127249,0.875,8
3227,MH306675,0.875,8
3228,CY264449,1.0,7
3229,MH586500,1.0,7
3230,MG974802,1.0,7
3231,CY261335,1.0,7
3232,MH082227,1.0,7
3233,MH601458,1.0,7
3234,MH082509,1.0,7
3235,MH294868,1.0,7
3236,MH246679,1.0,7
3237,MH669667,1.0,7
3238,MG831050,1.0,7
3239,CY264577,1.0,7
3240,MH358710,1.0,7
3241,MH600617,1.0,7
3242,MH126356,1.0,7
3243,MH233391,1.0,7
3244,MH127345,1.0,7
3245,MH127412,1.0,7
3246,MH601796,1.0,7
3247,MG974317,1.0,7
3248,CY258308,1.0,7
3249,MH586532,1.0,7
3250,MH294901,1.0,7
3251,MH081969,1.0,7
3252,MH082421,1.0,7
3253,CY250515,1.0,7
3254,CY261113,1.0,7
3255,MH306895,1.0,7
3256,CY250075,1.0,7
3257,CY264926,1.0,7
3258,CY243655,1.0,7
3259,CY261081,1.0,7
3260,MH600884,1.0,7
3261,CY265061,1.0,7
3262,MH307146,1.0,7
3263,MH294758,1.0,7
3264,MH294736,1.0,7
3265,CY261328,1.0,7
3266,MH601728,1.0,7
3267,CY264283,1.0,7
3268,CY245358,1.0,7
3269,MH294714,1.0,7
3270,MH294742,1.0,7
3271,MH082332,1.0,7
3272,MH358726,1.0,7
3273,CY255805,1.0,7
3274,MG974634,1.0,7
3275,MH131598,1.0,7
3276,CY245414,1.0,7
3277,MH131582,1.0,7
3278,MH126862,1.0,7
3279,MG974514,1.0,7
3280,MH586308,1.0,7
3281,CY250499,1.0,7
3282,CY261503,1.0,7
3283,MH586252,1.0,7
3284,MG831090,1.0,7
3285,MH294857,1.0,7
3286,MG974706,1.0,7
3287,MH601426,1.0,7
3288,MH358686,1.0,7
3289,MH294836,1.0,7
3290,MH127393,1.0,7
3291,CY264529,1.0,7
3292,CY258212,1.0,7
3293,CY258204,1.0,7
3294,MH294873,1.0,7
3295,MH294941,1.0,7
3296,MH307335,1.0,7
3297,MH246810,1.0,7
3298,MH246823,1.0,7
3299,MG974554,1.0,7
3300,MH081932,1.0,7
3301,MH082140,1.0,7
3302,MH586268,1.0,7
3303,MH601306,1.0,7
3304,MH080123,1.0,7
3305,CY260371,1.0,7
3306,CY247062,1.0,7
3307,CY249891,1.0,7
3308,MH246743,1.0,7
3309,MH602051,1.0,7
3310,CY264846,1.0,7
3311,CY258037,1.0,7
3312,MG974386,1.0,7
3313,MH082756,1.0,7
3314,MH306957,1.0,7
3315,MH246863,1.0,7
3316,CY257981,1.0,7
3317,CY260519,1.0,7
3318,MH600534,1.0,7
3319,MH669603,1.0,7
3320,CY255933,1.0,7
3321,MH294934,1.0,7
3322,MH294935,1.0,7
3323,MH079983,1.0,7
3324,MH701508,1.0,7
3325,MH294951,1.0,7
3326,MH294866,1.0,7
3327,MH585852,1.0,7
3328,MG914411,1.0,7
3329,MG974850,1.0,7
3330,MH082924,1.0,7
3331,MH294878,1.0,7
3332,CY264457,1.0,7
3333,MH080147,1.0,7
3334,MH127217,1.0,7
3335,MH080163,1.0,7
3336,CY260793,1.0,7
3337,MH127257,1.0,7
3338,MH246831,1.0,7
3339,MH358750,1.0,7
3340,CY265141,1.0,7
3341,MH307111,1.0,7
3342,CY249883,1.0,7
3343,CY264902,1.0,7
3344,MH127329,1.0,7
3345,MH233439,1.0,7
3346,MH082604,1.0,7
3347,MH083060,1.0,7
3348,MH294938,1.0,7
3349,CY246990,1.0,7
3350,MH601520,1.0,7
3351,MH126753,1.0,7
3352,MH294834,1.0,7
3353,CY266018,1.0,7
3354,MH601858,1.0,7
3355,MH233511,1.0,7
3356,CY258060,1.0,7
3357,MH082992,1.0,7
3358,MH246495,1.0,7
3359,CY261320,1.0,7
3360,CY264171,1.0,7
3361,CY250531,1.0,7
3362,CY250523,1.0,7
3363,MH669691,1.0,7
3364,MH081980,1.0,7
3365,CY245158,1.0,7
3366,MH083036,1.0,7
3367,MH082083,1.0,7
3368,MH586516,1.0,7
3369,MH127097,1.0,7
3370,MH131526,1.0,7
3371,MH602137,1.0,7
3372,CY244737,1.0,7
3373,CY247189,1.0,7
3374,MH081947,1.0,7
3375,CY260817,1.0,7
3376,CY264766,1.0,7
3377,MH600660,1.0,7
3378,MH126849,1.0,7
3379,MH131630,1.0,7
3380,MH294718,1.0,7
3381,CY261383,1.0,7
3382,CY256365,1.0,7
3383,MH126362,1.0,7
3384,MH600753,1.0,7
3385,MH081993,1.0,7
3386,CY266122,1.0,7
3387,CY261511,1.0,7
3388,CY261479,1.0,7
3389,CY260551,1.0,7
3390,CY264513,1.0,7
3391,CY256253,1.0,7
3392,MH294893,1.0,7
3393,MH294812,1.0,7
3394,MH294813,1.0,7
3395,MH601602,1.0,7
3396,MH294846,1.0,7
3397,CY261399,1.0,7
3398,MH601833,1.0,7
3399,MH586100,1.0,7
3400,MH294931,1.0,7
3401,CY255909,1.0,7
3402,CY247086,1.0,7
3403,CY245150,1.0,7
3404,CY264838,1.0,7
3405,CY256069,1.0,7
3406,CY264235,1.0,7
3407,MG974610,1.0,8
3408,MH246663,1.0,8
3409,CY260130,1.0,8
3410,MH246407,1.0,8
3411,CY265053,1.0,8
3412,CY250699,1.0,8
3413,CY264131,1.0,8
3414,MH600922,1.0,8
3415,MH307175,1.0,7
3416,MH126817,1.0,7
3417,CY258332,1.0,7
3418,MH131374,1.0,7
3419,MH294939,1.0,7
3420,CY261232,1.0,7
3421,MH082364,1.0,7
3422,MH081865,1.0,7
3423,CY264545,1.0,7
3424,MH701348,1.0,7
3425,MH294743,1.0,7
3426,MH294806,1.0,7
3427,MH294728,1.0,7
3428,CY255965,1.0,7
3429,CY263192,1.0,7
3430,MH601963,1.0,7
3431,MH601513,1.0,7
3432,MH601643,1.0,7
3433,CY261463,1.0,7
3434,CY258100,1.0,7
3435,MH081850,1.0,7
3436,MH669458,1.0,7
3437,MH294732,1.0,7
3438,CY255917,1.0,7
3439,CY255981,1.0,7
3440,MH601351,1.0,7
3441,MH601386,1.0,7
3442,CY258052,1.0,7
3443,CY250563,1.0,7
3444,MH601378,1.0,7
3445,CY255901,1.0,7
3446,MH586220,1.0,7
3447,MH131294,1.0,7
3448,CY255869,1.0,7
3449,CY244649,1.0,7
3450,MH540968,1.0,7
3451,MH080043,1.0,7
3452,CY264798,1.0,7
3453,MH294853,1.0,7
3454,MH294855,1.0,7
3455,MH126969,1.0,7
3456,MG974698,1.0,7
3457,MH294856,1.0,7
3458,MH294854,1.0,7
3459,MH602031,1.0,7
3460,MH126809,1.0,7
3461,CY259994,1.0,7
3462,MH294954,1.0,7
3463,MH586284,1.0,7
3464,MH294811,1.0,7
3465,MH602041,1.0,7
3466,CY260833,1.0,7
3467,MH127225,1.0,7
3468,MH306815,1.0,7
3469,MH131558,1.0,7
3470,MH294862,1.0,7
3471,MH294759,1.0,7
3472,CY260066,1.0,7
3473,MH306784,1.0,7
3474,CY256221,1.0,7
3475,MH294729,1.0,7
3476,CY260018,1.0,7
3477,CY245470,1.0,7
3478,CY261280,1.0,7
3479,MG830962,1.0,7
3480,MH586132,1.0,7
3481,CY250404,1.0,7
3482,CY260726,1.0,7
3483,MH600689,1.0,7
3484,MH307359,1.0,7
3485,MH131230,1.0,7
3486,MG830975,1.0,7
3487,CY266082,1.0,7
3488,CY265085,1.0,7
3489,MH131278,1.0,7
3490,MG914195,1.0,7
3491,MG914267,1.0,7
3492,MG914331,1.0,7
3493,MH701148,1.0,7
3494,MH701164,1.0,7
3495,MG914299,1.0,7
3496,MH701452,1.0,7
3497,MH701004,1.0,7
3498,MG914307,1.0,7
3499,MG914115,1.0,7
3500,MG914235,1.0,7
3501,MH701492,1.0,7
3502,MH294805,1.0,7
3503,MG914171,1.0,7
3504,MH701308,1.0,7
3505,MH701316,1.0,7
3506,MH701532,1.0,7
3507,MH701428,1.0,7
3508,MG914179,1.0,7
3509,MG914363,1.0,7
3510,MH079899,1.0,7
3511,MH585876,1.0,7
3512,MH729429,1.0,7
3513,MH126441,1.0,7
3514,MG830882,1.0,7
3515,MH358510,1.0,7
3516,MH127001,1.0,7
3517,MH701156,1.0,6
3518,MG914355,1.0,6
3519,MH701132,1.0,6
3520,MG914211,1.0,6
3521,MG914347,1.0,6
3522,MH082004,1.0,6
3523,CY258324,1.0,6
3524,MH079915,1.0,6
3525,MH233423,1.0,6
3526,CY264417,1.0,5
3527,CY239976,1.0,4
3528,MH294804,1.0,5
3529,CY258284,1.0,5
3530,MH294902,1.0,5
3531,CY255989,1.0,5
3532,CY258460,1.0,5
3533,CY256013,1.0,5
3534,MH585972,1.0,5
3535,MH127369,1.0,5
3536,CY258108,1.0,5
3537,CY265197,1.0,5
3538,CY258396,1.0,5
3539,CY260622,1.0,5
3540,CY256029,1.0,5
3541,MH126793,1.0,5
3542,MH586415,1.0,5
3543,MH080003,1.0,5
3544,CY250555,1.0,5
3545,MH586431,1.0,5
3546,MH127201,1.0,5
3547,CY245462,1.0,5
3548,MG974338,1.0,4
3549,MH294952,1.0,4
3550,MH080019,1.0,4
3551,CY261065,1.0,4
3552,MH082476,1.0,4
3553,MH294710,1.0,4
3554,MH294927,1.0,4
3555,CY261623,1.0,4
3556,MH233533,1.0,4
3557,MH083094,1.0,4
3558,MG066685,1.0,4
3559,MG279278,1.0,4
3560,MH701268,1.0,4
3561,CY260718,1.0,4
3562,CY260390,1.0,4
3563,MH294711,1.0,4
3564,CY245278,1.0,4
3565,CY257725,1.0,4
3566,CY255813,1.0,4
3567,CY245166,1.0,4
3568,MH600833,1.0,4
3569,MH586388,1.0,6
3570,MH602019,1.0,6
3571,MH586340,1.0,6
3572,MH126457,1.0,6
3573,MH601474,1.0,6
3574,MH127233,1.0,6
3575,MH358472,1.0,6
3576,MH601594,1.0,6
3577,MH294807,1.0,6
3578,MH294904,1.0,6
3579,MH127010,1.0,6
3580,MH306773,1.0,6
3581,CY264934,1.0,6
3582,MH306975,1.0,6
3583,MH701284,1.0,6
3584,MH586052,1.0,6
3585,MH082620,1.0,6
3586,MG974890,1.0,6
3587,MG830987,1.0,6
3588,MH307207,1.0,6
3589,CY265037,1.0,6
3590,CY265045,1.0,6
3591,MH601745,1.0,6
3592,MH600889,1.0,6
3593,CY258021,1.0,6
3594,MH585932,1.0,6
3595,MH080219,1.0,6
3596,CY256269,1.0,6
3597,MH082764,1.0,6
3598,MH294900,1.0,6
3599,MH294942,1.0,6
3600,CY265005,1.0,6
3601,CY264115,1.0,6
3602,MH307162,1.0,6
3603,CY260969,1.0,6
3604,MH126962,1.0,6
3605,MH126564,1.0,6
3606,CY264790,1.0,6
3607,MH443659,1.0,6
3608,CY260763,1.0,6
3609,CY260058,1.0,6
3610,MH443564,1.0,6
3611,MH306967,1.0,6
3612,MH082587,1.0,6
3613,MH669779,1.0,6
3614,MH294950,1.0,6
3615,MH294733,1.0,6
3616,MH669651,1.0,6
3617,MH540775,1.0,6
3618,MH246559,1.0,6
3619,CY261137,1.0,6
3620,MH443620,1.0,6
3621,MH306991,1.0,6
3622,MH600849,1.0,6
3623,MH586444,1.0,5
3624,MH246311,1.0,5
3625,MH294895,1.0,4
3626,MH307063,1.0,4
3627,CY249931,1.0,4
3628,CY260583,1.0,4
3629,MH600575,0.8333333333333334,6
3630,MH585868,0.8333333333333334,6
3631,MH600681,0.8333333333333334,6
3632,MH082100,0.8333333333333334,6
3633,MH083156,0.8333333333333334,6
3634,MH294922,0.8333333333333334,6
3635,MH358566,0.8333333333333334,6
3636,MH294943,0.8333333333333334,6
3637,MH294903,0.8333333333333334,6
3638,MH294872,0.8333333333333334,6
3639,CY250603,0.8333333333333334,6
3640,MH246567,0.8333333333333334,6
3641,MH701572,0.8333333333333334,6
3642,MH701116,0.8333333333333334,6
3643,MH601097,0.8333333333333334,6
3644,MH307098,1.0,5
3645,MH246343,1.0,5
3646,MH126662,1.0,5
3647,MH126833,1.0,5
3648,MH294765,1.0,5
3649,CY245254,1.0,5
3650,MH358678,1.0,5
3651,MG831041,1.0,5
3652,CY261193,1.0,5
3653,MH082580,1.0,5
3654,MH246847,1.0,5
3655,MH246599,1.0,5
3656,CY261185,1.0,5
3657,MH306925,1.0,5
3658,MH586012,1.0,5
3659,CY260670,1.0,5
3660,MH294822,1.0,5
3661,MH294864,1.0,5
3662,MH126617,1.0,5
3663,MH082812,1.0,5
3664,MH586396,1.0,5
3665,MH601081,1.0,5
3666,MH082532,1.0,5
3667,MH586452,1.0,5
3668,MH586404,1.0,5
3669,CY260905,1.0,5
3670,CY260527,1.0,5
3671,CY260559,1.0,5
3672,MH294840,1.0,5
3673,CY260042,1.0,5
3674,CY264203,1.0,5
3675,CY264187,1.0,5
3676,CY255941,1.0,5
3677,CY260662,1.0,5
3678,CY261225,1.0,5
3679,CY261551,1.0,5
3680,MH126433,1.0,5
3681,MH294890,1.0,5
3682,CY261240,1.0,5
3683,CY266050,1.0,5
3684,CY260921,1.0,5
3685,MH082281,1.0,5
3686,MH083024,1.0,5
3687,CY260841,1.0,5
3688,MH131654,1.0,5
3689,CY261343,1.0,5
3690,CY261359,1.0,5
3691,MH306802,1.0,5
3692,MH601867,1.0,5
3693,MH600745,1.0,5
3694,CY260702,1.0,5
3695,CY258444,1.0,5
